objectid,objecttype,attributeid,attributetype
chndm_1896-16-9,object,spain,country
chndm_1962-56-89,object,italy,country
chndm_1932-1-7,object,france,country
chndm_1949-101-1,object,england,country
chndm_1915-11-4,object,greece,country
chndm_1976-86-1-a_b,object,italy,country
chndm_1971-79-2-a_b,object,england,country
chndm_1912-16-1,object,usa,country
chndm_1945-20-4-a_f,object,usa,country
chndm_1941-76-1-pp,object,holland,country
chndm_1926-43-4-379,object,netherlands,country
chndm_1901-39-1361,object,italy,country
chndm_1923-6-44,object,usa,country
chndm_1948-47-189,object,usa,country
chndm_1914-38-60,object,usa,country
chndm_1968-107-22,object,france,country
chndm_1926-43-6-b-84,object,netherlands,country
chndm_1971-46-1-a_b,object,usa,country
chndm_1938-82-106-a_d,object,france,country
chndm_1953-179-89-70,object,usa,country
chndm_1950-30-4,object,germany,country
chndm_1947-49-12,object,peru,country
chndm_1960-78-1-1_102,object,usa,country
chndm_1995-50-81,object,france,country
chndm_1971-50-288,object,italy,country
chndm_1962-50-137,object,france,country
chndm_1954-94-1,object,germany,country
chndm_1900-25-9,object,germany,country
chndm_1926-43-4-155,object,netherlands,country
chndm_1957-66-1,object,central europe,country
chndm_1975-86-4,object,usa,country
chndm_1962-8-1-c,object,belgium,country
chndm_1921-6-469-6,object,belgium,country
chndm_1914-38-154,object,usa,country
chndm_1917-4-173,object,yemen,country
chndm_1990-48-2,object,usa,country
chndm_1904-20-100,object,france,country
chndm_1921-22-38,object,france,country
chndm_1942-50-207,object,usa,country
chndm_1897-8-140,object,belgium,country
chndm_1921-6-313-80,object,france,country
chndm_1959-49-11,object,netherlands,country
chndm_1938-57-1070-19,object,usa,country
chndm_1914-38-208,object,usa,country
chndm_1897-8-189,object,italy,country
chndm_1948-39-3,object,netherlands,country
chndm_1931-61-15,object,italy,country
chndm_1921-6-285-84,object,germany,country
chndm_1974-101-23,object,ital,country
chndm_1962-65-2,object,usa,country
chndm_1945-3-7,object,france,country
chndm_1926-43-4-95,object,netherlands,country
chndm_1986-61-224-a_b,object,ireland,country
chndm_1957-61-46-h,object,usa,country
chndm_1921-6-212-41,object,france,country
chndm_1918-52-1,object,france,country
chndm_1979-91-1081,object,usa,country
chndm_1917-4-497,object,usa,country
chndm_1926-43-1-81,object,netherlands,country
chndm_1931-59-238-d,object,france,country
chndm_1931-94-186,object,france,country
chndm_1896-3-23,object,germany,country
chndm_1985-19-106,object,usa,country
chndm_1942-8-5-a,object,france,country
chndm_1902-1-187,object,spain,country
chndm_1931-70-44,object,france,country
chndm_1926-43-5-551,object,holland,country
chndm_1976-86-1-a_b,object,egypt,country
chndm_1953-179-87-8,object,usa,country
chndm_1931-94-139,object,france,country
chndm_1995-50-338,object,france,country
chndm_1979-91-1287,object,usa,country
chndm_1913-34-11,object,holland,country
chndm_1970-28-25,object,england,country
chndm_1970-26-4-cdd,object,usa,country
chndm_1953-20-3,object,france,country
chndm_1926-43-1-81,object,holland,country
chndm_1995-50-217,object,france,country
chndm_1977-31-2-a_g,object,england,country
chndm_1951-103-54,object,england,country
chndm_1942-50-227,object,usa,country
chndm_1917-4-677,object,usa,country
chndm_1909-26-2-a_b,object,england,country
chndm_1943-46-26,object,italy,country
chndm_1896-3-216,object,france,country
chndm_1952-127-20,object,france,country
chndm_1956-181-113,object,usa,country
chndm_1952-161-37,object,ital,country
chndm_1931-94-260,object,usa,country
chndm_1962-50-136,object,italy,country
chndm_1977-110-1-11,object,france,country
chndm_1944-61-4,object,usa,country
chndm_1901-39-1251,object,italy,country
chndm_1940-66-2-a_d,object,italy,country
chndm_1974-101-13,object,france,country
chndm_1981-17-1-a_b,object,usa,country
chndm_1958-148-2,object,usa,country
chndm_1938-57-321,object,france,country
chndm_1940-96-1-a_k,object,japan,country
chndm_1944-36-2-3,object,france,country
chndm_1917-4-363,object,canada,country
chndm_1941-46-6,object,french canada,country
chndm_1908-26-137,object,france,country
chndm_1924-15-134,object,france,country
chndm_1931-73-295,object,italy,country
chndm_1938-58-1092,object,usa,country
chndm_1979-91-438,object,usa,country
chndm_1985-103-28,object,italy,country
chndm_1938-88-4458,object,italy,country
chndm_1935-2-1-a_b,object,france,country
chndm_1911-7-5,object,usa,country
chndm_1995-50-122,object,france,country
chndm_1935-2-3-a,object,france,country
chndm_1941-19-1,object,france,country
chndm_1992-5-60-a_b,object,germany,country
chndm_1957-30-6,object,germany,country
chndm_1921-6-147-3,object,italy,country
chndm_1899-17-1-d,object,india,country
chndm_1985-103-139-a,object,netherlands,country
chndm_1901-39-3066,object,italy,country
chndm_1972-42-219-a_d,object,france,country
chndm_1952-105-27,object,england,country
chndm_1951-90-12,object,france,country
chndm_1901-39-2824,object,italy,country
chndm_1968-101-30-13,object,usa,country
chndm_1909-22-1-25,object,italy,country
chndm_1938-88-3540,object,italy,country
chndm_1986-24-1,object,iran,country
chndm_1902-1-78,object,egypt,country
chndm_1926-43-4-45,object,holland,country
chndm_1921-6-97-2,object,france,country
chndm_1911-28-82-1,object,france,country
chndm_1926-43-6-b-3,object,holland,country
chndm_1953-176-1,object,usa,country
chndm_1931-94-232,object,italy,country
chndm_1938-88-4310,object,ital,country
chndm_1938-88-4620,object,italy,country
chndm_1985-19-47,object,usa,country
chndm_1938-88-2601,object,italy,country
chndm_1917-14-4,object,usa,country
chndm_1912-12-41,object,england,country
chndm_1926-22-118-b,object,china,country
chndm_1909-13-4,object,france,country
chndm_1940-110-3,object,switzerland,country
chndm_1931-41-25-a_b,object,france,country
chndm_1940-76-20,object,usa,country
chndm_1906-15-31,object,france,country
chndm_1912-12-66,object,usa,country
chndm_1981-11-15,object,france,country
chndm_1911-28-361,object,germany,country
chndm_1962-218-12,object,england,country
chndm_1948-40-12,object,england,country
chndm_1917-4-353-b,object,jamaica,country
chndm_1962-56-142,object,france,country
chndm_a-a-29,object,france,country
chndm_1982-23-1139,object,england,country
chndm_1986-61-20-a_b,object,ireland,country
chndm_1919-30-11,object,italy,country
chndm_1977-110-3-19,object,france,country
chndm_1896-3-90,object,netherlands,country
chndm_1992-92-1-7,object,usa,country
chndm_1962-50-320-c,object,italy,country
chndm_1961-115-37,object,indonesia,country
chndm_1955-28-2,object,germany,country
chndm_1995-50-347-a_d,object,france,country
chndm_1955-1-5,object,england,country
chndm_1948-47-339,object,usa,country
chndm_2013-21-40,object,usa,country
chndm_1981-56-41,object,usa,country
chndm_1911-28-9,object,france,country
chndm_1979-91-1127,object,usa,country
chndm_1981-28-387,object,mexico,country
chndm_1917-4-284-a,object,usa,country
chndm_1931-85-1,object,italy,country
chndm_1898-18-2,object,france,country
chndm_1901-39-3217,object,italy,country
chndm_1993-134-25-a_c,object,england,country
chndm_1926-43-6-b-78,object,holland,country
chndm_1926-43-4-379,object,holland,country
chndm_1974-101-11,object,iran,country
chndm_1941-69-217,object,england,country
chndm_1941-49-1,object,usa,country
chndm_1917-4-15-b,object,canada,country
chndm_1917-4-115,object,usa,country
chndm_1992-92-1-7,object,france,country
chndm_1968-87-1,object,indo-persia,country
chndm_1926-43-6-b-78,object,netherlands,country
chndm_1921-6-285-95,object,germany,country
chndm_1986-113-8,object,usa,country
chndm_1921-6-285-38,object,france,country
chndm_1984-86-5-53,object,usa,country
chndm_1921-6-205,object,france,country
chndm_1914-38-228-a,object,usa,country
chndm_1957-123-9,object,india,country
chndm_1973-51-18-a_d,object,india,country
chndm_1975-44-2,object,france,country
chndm_1973-51-138,object,france,country
chndm_1916-33-205-a_b,object,france,country
chndm_1940-117-7,object,france,country
chndm_1911-28-266,object,france,country
chndm_1968-111-87,object,france,country
chndm_1926-43-5-540,object,netherlands,country
chndm_1948-89-9,object,usa,country
chndm_1946-68-5,object,usa,country
chndm_1914-38-56,object,usa,country
chndm_1938-88-2996,object,italy,country
chndm_1938-88-3090,object,italy,country
chndm_1940-93-27,object,italy,country
chndm_1905-2-100,object,italy,country
chndm_1985-14-17,object,japan,country
chndm_1926-43-4-550,object,netherlands,country
chndm_1973-51-5-a_b,object,india,country
chndm_1985-103-94,object,germany,country
chndm_1959-49-229,object,usa,country
chndm_2017-41-3,object,usa,country
chndm_1995-50-8,object,france,country
chndm_1971-50-77,object,ital,country
chndm_a-t-20,object,france,country
chndm_1970-26-4-ac,object,usa,country
chndm_1979-91-1160,object,usa,country
chndm_1926-43-6-a-135,object,netherlands,country
chndm_1938-88-860,object,italy,country
chndm_1904-21-19,object,france,country
chndm_1962-50-262,object,spain,country
chndm_1979-91-959,object,usa,country
chndm_1947-15-1,object,italy,country
chndm_1926-43-5-300,object,holland,country
chndm_1972-42-214-a_f,object,france,country
chndm_1901-39-2482,object,italy,country
chndm_1954-18-30,object,netherlands,country
chndm_1931-27-4,object,italy,country
chndm_1957-92-21,object,afghanistan,country
chndm_1955-38-25,object,usa,country
chndm_1938-88-599,object,italy,country
chndm_1917-4-15-b,object,canad,country
chndm_1926-43-5-211,object,holland,country
chndm_1985-68-7-a,object,usa,country
chndm_1901-39-2785,object,italy,country
chndm_1985-103-204,object,england,country
chndm_1912-16-33,object,usa,country
chndm_1921-6-213-7,object,france,country
chndm_1912-12-52,object,usa,country
chndm_1968-78-3-a,object,india,country
chndm_1981-28-59,object,england,country
chndm_1942-50-267,object,usa,country
chndm_1948-47-297,object,usa,country
chndm_1984-133-10-a_b,object,england,country
chndm_1962-198-31,object,germany,country
chndm_1901-39-1809,object,italy,country
chndm_1917-4-534,object,usa,country
chndm_1979-91-951,object,usa,country
chndm_1898-6-73,object,usa,country
chndm_1926-43-4-213,object,holland,country
chndm_1901-39-1718,object,italy,country
chndm_1981-28-324,object,germany,country
chndm_1977-110-1-5,object,france,country
chndm_1938-57-1070-230,object,usa,country
chndm_1933-1-5,object,belgium,country
chndm_1921-6-82,object,france,country
chndm_1974-27-10,object,usa,country
chndm_1979-91-858,object,usa,country
chndm_1926-43-4-169,object,netherlands,country
chndm_1938-88-284,object,italy,country
chndm_1986-61-160,object,ireland,country
chndm_1912-16-52,object,usa,country
chndm_1985-103-91,object,germany,country
chndm_1981-56-5,object,usa,country
chndm_1901-39-1392,object,italy,country
chndm_1901-39-414,object,italy,country
chndm_1914-38-352,object,usa,country
chndm_1915-16-8-a,object,italy,country
chndm_1940-90-18,object,usa,country
chndm_1904-16-302,object,usa,country
chndm_1926-43-4-213,object,netherlands,country
chndm_1911-28-396,object,france,country
chndm_1926-43-4-50,object,netherlands,country
chndm_1952-166-109,object,england,country
chndm_1995-50-338,object,germany,country
chndm_1956-181-38,object,usa,country
chndm_1926-43-5-481,object,netherlands,country
chndm_1981-28-325,object,germany,country
chndm_1984-86-6-21,object,france,country
chndm_1902-1-904,object,portugal,country
chndm_1952-164-21,object,italy,country
chndm_1906-21-222,object,france,country
chndm_1924-38-167,object,france,country
chndm_1981-56-9,object,usa,country
chndm_1980-73-10,object,england,country
chndm_1938-88-3129,object,italy,country
chndm_1949-119-1,object,france,country
chndm_1943-51-103,object,netherlands,country
chndm_1974-27-5,object,usa,country
chndm_1985-19-8,object,usa,country
chndm_1948-134-53,object,japan,country
chndm_1938-88-2966,object,italy,country
chndm_1939-57-13,object,france,country
chndm_1923-51-1,object,spain,country
chndm_1923-41-5,object,usa,country
chndm_1921-6-94-3,object,france,country
chndm_1909-2-20,object,france,country
chndm_1909-2-37,object,france,country
chndm_1950-59-9,object,england,country
chndm_1950-121-28-c,object,spain,country
chndm_1970-26-4-ccc,object,usa,country
chndm_1897-8-140,object,france,country
chndm_1938-88-2948,object,italy,country
chndm_1897-8-242,object,france,country
chndm_1955-78-14-13,object,france,country
chndm_1926-43-4-169,object,holland,country
chndm_1945-6-4-2,object,france,country
chndm_2007-53-1,object,france,country
chndm_1914-38-90,object,usa,country
chndm_1953-60-11,object,denmark,country
chndm_1941-69-172,object,italy,country
chndm_1976-48-61-2,object,europe and usa,country
chndm_1939-84-42-c,object,usa,country
chndm_1938-88-3764,object,italy,country
chndm_1938-58-1424,object,belgium,country
chndm_1921-6-212-7-a,object,france,country
chndm_1921-6-282-74,object,france,country
chndm_1953-179-84-10,object,usa,country
chndm_1926-43-6-b-96,object,netherlands,country
chndm_1962-59-2,object,france,country
chndm_1972-81-22,object,egypt,country
chndm_1962-59-1,object,france,country
chndm_1926-43-6-b-155,object,netherlands,country
chndm_1979-91-703,object,usa,country
chndm_1960-126-1-a,object,usa,country
chndm_1952-37-18,object,netherlands,country
chndm_1901-39-2852,object,italy,country
chndm_1953-206-6,object,france,country
chndm_1907-5-27,object,england,country
chndm_1992-5-7-a_b,object,england,country
chndm_1959-56-1-f,object,england,country
chndm_1993-1-1,object,china,country
chndm_1952-164-35,object,japan,country
chndm_1942-50-13,object,usa,country
chndm_1951-106-2,object,france,country
chndm_1931-70-38,object,france,country
chndm_1931-4-62,object,japan,country
chndm_1904-20-320,object,france,country
chndm_1948-134-3,object,japan,country
chndm_1911-28-376,object,germany,country
chndm_1985-103-36,object,central europe,country
chndm_1960-86-1,object,france,country
chndm_1909-13-17,object,france,country
chndm_1911-28-19-3,object,france,country
chndm_1924-33-1-a_b,object,germany,country
chndm_1967-46-31,object,italy,country
chndm_1911-28-196,object,france,country
chndm_1962-56-13-a_b,object,portugual,country
chndm_1979-91-607-a_b,object,usa,country
chndm_1926-43-6-b-153,object,holland,country
chndm_1943-33-1-34,object,usa,country
chndm_1932-1-41,object,france,country
chndm_1940-120-37,object,austria,country
chndm_1909-2-4,object,france,country
chndm_1984-125-72,object,usa,country
chndm_1942-50-117,object,italy,country
chndm_1979-91-1203,object,usa,country
chndm_1979-91-283,object,usa,country
chndm_1948-40-4,object,england,country
chndm_1931-67-65-a,object,italy,country
chndm_1962-50-76,object,europe,country
chndm_1941-69-243,object,usa,country
chndm_1917-4-173,object,saudi arabia,country
chndm_1957-58-31,object,usa,country
chndm_1934-12-1,object,france,country
chndm_1958-148-2,object,france,country
chndm_1926-43-5-217,object,netherlands,country
chndm_1937-22-10,object,usa,country
chndm_1962-192-8,object,france,country
chndm_1921-6-11-1,object,france,country
chndm_1926-43-7-b-118,object,netherlands,country
chndm_1932-1-50,object,france,country
chndm_1926-43-6-b-153,object,netherlands,country
chndm_1995-165-13,object,usa,country
chndm_1941-51-1,object,france,country
chndm_1921-6-231-13,object,france,country
chndm_1896-1-103,object,italy,country
chndm_1917-4-366-a,object,canada,country
chndm_1976-1-55,object,switzerland,country
chndm_1901-39-1258,object,italy,country
chndm_1995-50-198,object,france,country
chndm_1924-15-43-b,object,france,country
chndm_1920-36-295,object,france,country
chndm_1959-66-306-e,object,england,country
chndm_1980-73-18,object,france,country
chndm_1920-36-170,object,france,country
chndm_1901-39-2489,object,italy,country
chndm_1917-4-178,object,yemen [or saudi arabia],country
chndm_1981-28-389,object,mexico,country
chndm_1931-45-41,object,france,country
chndm_1929-1-7-a_b,object,france,country
chndm_1938-62-21,object,usa,country
chndm_1901-39-1760,object,italy,country
chndm_1914-38-140,object,usa,country
chndm_1960-249-1,object,usa,country
